doi,dataset_used,target_variable,top_predictors,performance_metrics,standardized_conclusion,source_category,effect_size,primary_finding,target_domain,target_dimension,predictor_filter_categories
10.3389/fpubh.2026.1911565,"TALIS 2024 teacher data (ISCED 1-3), lesson-aim attainment (SLAA) from item 58",Relatively high SLAA (top quartile within CNTRY×IDPOP),"Country/economy context, Work-related stress index, Perceived AI benefits, Gender, Breadth of AI task use","Matched nested LightGBM (Model 2 minus Model 1): AUROC +0.0277 (95% CI 0.0215–0.0334), AUPRC +0.0338 (95% CI 0.0262–0.0411); Brier score –0.0042 and log loss –0.0097 (both CI fully below 0). Final test AUROC: 0.6021 (Model 1) vs 0.6299 (Model 2); AUPRC: 0.4138 vs 0.4476; Brier: 0.2114 vs 0.2071; log loss: 0.6126 vs 0.6029.","Using TALIS 2024 teacher the study leveraged country/economy context, work-related stress, perceived AI benefits, gender, and breadth of AI task use to predict relatively high SLAA (top quartile within CNTRY×IDPOP), finding that adding AI-related measures produced statistically stable but modest improvements in discrimination and probability quality (AUROC +0.0277; AUPRC +0.0338; lower Brier and log loss). This indicates that teachers’ perceived benefits/risks and breadth of AI task use contain incremental predictive information beyond background and stress, suggesting that professional development and policy discussions should consider AI perceptions and integration breadth as measurable correlates—while noting that the design is cross-sectional and SHAP attribution is predictive rather than causal.",peer_reviewed_research,"Matched nested LightGBM (Model 2 minus Model 1): AUROC +0.0277 (95% CI 0.0215–0.0334), AUPRC +0.0338 (95% CI 0.0262–0.0411); Brier score –0.0042 and log loss –0.0097 (both CI fully below 0). Final test AUROC: 0.6021 (Model 1) vs 0.6299 (Model 2); AUPRC: 0.4138 vs 0.4476; Brier: 0.2114 vs 0.2071; log loss: 0.6126 vs 0.6029.","Using TALIS 2024 teacher the study leveraged country/economy context, work-related stress, perceived AI benefits, gender, and breadth of AI task use to predict relatively high SLAA (top quartile within CNTRY×IDPOP), finding that adding AI-related measures produced statistically stable but modest improvements in discrimination and probability quality (AUROC +0.0277; AUPRC +0.0338; lower Brier and log loss). This indicates that teachers’ perceived benefits/risks and breadth of AI task use contain incremental predictive information beyond background and stress, suggesting that professional development and policy discussions should consider AI perceptions and integration breadth as measurable correlates—while noting that the design is cross-sectional and SHAP attribution is predictive rather than causal.",Other / Unspecified,Other,System: Policy/Context; Student: Attitudinal/Behavioral; Student: Demographic
10.15388/infedu.2605.036,TALIS 2024 Lower-secondary teachers (55 education systems),Reported participation in AI-related professional learning (TT4G21G),"Declared AI learning need, Digital self-efficacy (digital tools), Professional collaboration in lessons, School shortage of digital tech, School digital leadership support","Weighted prevalence across systems: 8.86% (France, 95% CI [7.29, 10.43]) to 75.69% (Singapore, 95% CI [73.12, 78.25]); difference 66.83 percentage points. Three-level variance partition (null model): teacher VPC 81.8%, school VPC 9.7%, system VPC 8.5% (contextual VPC school+system 18.2%).","Using TALIS 2024 lower-secondary teacher the study estimated weighted prevalence and multilevel variance in reported participation in AI-related professional learning, finding that access is highly heterogeneous across education systems (8.86% to 75.69%) and that about 18.2% of the variation is attributable to school and system levels rather than teachers alone. This indicates that teacher AI literacy implementation depends on contextual opportunity structures, so equity-oriented professional learning policies must address system- and school-level digital capacity rather than relying only on individual teacher demand.",peer_reviewed_research,"Weighted prevalence across systems: 8.86% (France, 95% CI [7.29, 10.43]) to 75.69% (Singapore, 95% CI [73.12, 78.25]); difference 66.83 percentage points. Three-level variance partition (null model): teacher VPC 81.8%, school VPC 9.7%, system VPC 8.5% (contextual VPC school+system 18.2%).","Using TALIS 2024 lower-secondary teacher the study estimated weighted prevalence and multilevel variance in reported participation in AI-related professional learning, finding that access is highly heterogeneous across education systems (8.86% to 75.69%) and that about 18.2% of the variation is attributable to school and system levels rather than teachers alone. This indicates that teacher AI literacy implementation depends on contextual opportunity structures, so equity-oriented professional learning policies must address system- and school-level digital capacity rather than relying only on individual teacher demand.",Other / Unspecified,Other,Student: Attitudinal/Behavioral; Student: Demographic; School/Teacher: Context
10.3390/math11061318,"PISA 2018 Mathematics (15-year-olds), 12 Asia-Pacific countries (BRN, HKG, IDN, JPN, KOR, MAC, MYS, PHL, CHN, SGP, THA, TWN)",Mathematics achievement success (binary from PV ≥ 489),"PerWeek_Science, ISCED0, Books, Age, PerWeek_FLanguage","SVM best mean accuracy: 73% (95% CI not consistently reported per model in text; Table 5 shows per-country accuracies). Mean accuracies across countries: LR 0.718, RF 0.722, SVM 0.718 (Table 5). Per-country best model: SVM highest for BRN, HKG, MYS, PHL, CHN, TWN; RF highest for MAC, SGP, THA; LR highest for IDN, JPN, KOR (Table 5).","Using PISA 2018 Mathematics data for 12 Asia-Pacific countries, the study leveraged PerWeek_Science, ISCED0, Books, Age, and PerWeek_FLanguage to predict mathematics achievement success (PV ≥ 489), finding that SVM achieved the highest overall classification performance (about 73% accuracy) and that feature-importance patterns were broadly consistent across countries. This indicates that strengthening science and foreign-language instructional time, early education entry (ISCED0), and home book resources may be promising levers for improving mathematics outcomes, though the results are predictive and not causal and the study does not apply PISA sampling weights.",peer_reviewed_research,"SVM best mean accuracy: 73% (95% CI not consistently reported per model in text; Table 5 shows per-country accuracies). Mean accuracies across countries: LR 0.718, RF 0.722, SVM 0.718 (Table 5). Per-country best model: SVM highest for BRN, HKG, MYS, PHL, CHN, TWN; RF highest for MAC, SGP, THA; LR highest for IDN, JPN, KOR (Table 5).","Using PISA 2018 Mathematics data for 12 Asia-Pacific countries, the study leveraged PerWeek_Science, ISCED0, Books, Age, and PerWeek_FLanguage to predict mathematics achievement success (PV ≥ 489), finding that SVM achieved the highest overall classification performance (about 73% accuracy) and that feature-importance patterns were broadly consistent across countries. This indicates that strengthening science and foreign-language instructional time, early education entry (ISCED0), and home book resources may be promising levers for improving mathematics outcomes, though the results are predictive and not causal and the study does not apply PISA sampling weights.",Mathematics,Cognitive Achievement,Student: Attitudinal/Behavioral; Student: SES; Student: Demographic
10.1016/j.caeai.2026.100558,"PIRLS 2021 (digital), Grade 4 Reading, 1-point CR items (5 items; multilingual; 27 countries)",Automated scoring agreement (accuracy) vs human scoring,"Prompt compression via question-based passage summaries, Refined scoring guide type (abstractive vs extractive), Prompt optimization with Zero-Shot-CoT validation, Hallucination post-processing (length-ratio detection)","Model 3 (RefinedSG_AT + question-specific passage summaries): average accuracy 92.87%; baseline average accuracy 92.62%; Model 1 average accuracy 92.19%. Item-level accuracy (baseline vs Model 3): Item 1 90.83% vs 91.13%, Item 2 91.11% vs 90.26%, Item 3 95.05% vs 94.36%, Item 4 92.18% vs 94.85%, Item 5 93.95% vs 93.77%.","Using PIRLS 2021 digital Grade 4 reading data for five multilingual 1-point constructed-response items, the study leveraged prompt compression (question-based passage summaries) and refined scoring guides (RefinedSG_AT) together with Zero-Shot-CoT prompting and hallucination post-processing to predict binary automated scores aligned to human scoring, finding that Model 3 achieved the highest average accuracy (92.87%) and closely approximated the baseline despite substantial compression. This indicates that compressing long PIRLS prompts can preserve scoring agreement while improving operational efficiency, supporting scalable automated scoring workflows for multilingual reading assessments.",peer_reviewed_research,"Model 3 (RefinedSG_AT + question-specific passage summaries): average accuracy 92.87%; baseline average accuracy 92.62%; Model 1 average accuracy 92.19%. Item-level accuracy (baseline vs Model 3): Item 1 90.83% vs 91.13%, Item 2 91.11% vs 90.26%, Item 3 95.05% vs 94.36%, Item 4 92.18% vs 94.85%, Item 5 93.95% vs 93.77%.","Using PIRLS 2021 digital Grade 4 reading data for five multilingual 1-point constructed-response items, the study leveraged prompt compression (question-based passage summaries) and refined scoring guides (RefinedSG_AT) together with Zero-Shot-CoT prompting and hallucination post-processing to predict binary automated scores aligned to human scoring, finding that Model 3 achieved the highest average accuracy (92.87%) and closely approximated the baseline despite substantial compression. This indicates that compressing long PIRLS prompts can preserve scoring agreement while improving operational efficiency, supporting scalable automated scoring workflows for multilingual reading assessments.",Other / Unspecified,Other,Student: Demographic; Student: Attitudinal/Behavioral; Student: Process Data
10.1016/j.caeai.2026.100558,"PIRLS 2021 (digital), Grade 4 Reading, 1-point CR items (5 items; multilingual; 27 countries)",Automated scoring agreement (Cohen’s kappa) vs human scoring,"Prompt compression via question-based passage summaries, Refined scoring guide type (abstractive vs extractive), Prompt optimization with Zero-Shot-CoT validation, Hallucination post-processing (length-ratio detection)","Average Cohen’s kappa: baseline 0.82; Model 1 0.81; Model 2 0.82; Model 3 0.80. Item-level kappa (baseline vs Model 3): Item 1 0.82 vs 0.82, Item 2 0.81 vs 0.81, Item 3 0.86 vs 0.81, Item 4 0.84 vs 0.85, Item 5 0.79 vs 0.73.","Using PIRLS 2021 digital Grade 4 reading data for five multilingual 1-point constructed-response items, the study leveraged prompt compression and refined scoring guides to predict binary automated scores aligned to human scoring, finding that Model 3’s average kappa (0.80) was slightly lower than the baseline (0.82) even though its average accuracy was highest. This indicates that while compressed prompts can maintain practical agreement, kappa may be more sensitive to skewed item difficulty and chance-corrected agreement patterns, so operational deployments should monitor both accuracy and reliability metrics across item types.",peer_reviewed_research,"Average Cohen’s kappa: baseline 0.82; Model 1 0.81; Model 2 0.82; Model 3 0.80. Item-level kappa (baseline vs Model 3): Item 1 0.82 vs 0.82, Item 2 0.81 vs 0.81, Item 3 0.86 vs 0.81, Item 4 0.84 vs 0.85, Item 5 0.79 vs 0.73.","Using PIRLS 2021 digital Grade 4 reading data for five multilingual 1-point constructed-response items, the study leveraged prompt compression and refined scoring guides to predict binary automated scores aligned to human scoring, finding that Model 3’s average kappa (0.80) was slightly lower than the baseline (0.82) even though its average accuracy was highest. This indicates that while compressed prompts can maintain practical agreement, kappa may be more sensitive to skewed item difficulty and chance-corrected agreement patterns, so operational deployments should monitor both accuracy and reliability metrics across item types.",Other / Unspecified,Other,Student: Demographic; Student: Attitudinal/Behavioral; Student: Process Data
10.1016/j.caeai.2026.100558,"PIRLS 2021 (digital), Grade 4 Reading, 1-point CR items (5 items; multilingual; 27 countries)",Hallucination rate in automated scoring,"Prompt compression via question-based passage summaries, Refined scoring guide type (abstractive vs extractive), Prompt optimization with Zero-Shot-CoT validation, Hallucination post-processing (length-ratio detection)","Average hallucination rate: baseline 0.05%, Model 1 0.69%, Model 2 0.47%, Model 3 0.12%. Item-level hallucination rates (baseline vs Model 3): Item 1 0.02% vs 0.08%, Item 2 0.16% vs 0.08%, Item 3 0.00% vs 0.14%, Item 4 0.05% vs 0.24%, Item 5 0.01% vs 0.08%.","Using PIRLS 2021 digital Grade 4 reading data for five multilingual 1-point constructed-response items, the study leveraged prompt compression and refined scoring guides with an internal validation step plus length-ratio-based hallucination detection to predict binary automated scores, finding that hallucination rates remained low and were lowest for the baseline (0.05%) while Model 3 remained low (0.12%) despite heavy compression. This indicates that prompt compression can be made operationally safe for automated scoring by combining CoT-based validation with explicit hallucination detection and score correction rules.",peer_reviewed_research,"Average hallucination rate: baseline 0.05%, Model 1 0.69%, Model 2 0.47%, Model 3 0.12%. Item-level hallucination rates (baseline vs Model 3): Item 1 0.02% vs 0.08%, Item 2 0.16% vs 0.08%, Item 3 0.00% vs 0.14%, Item 4 0.05% vs 0.24%, Item 5 0.01% vs 0.08%.","Using PIRLS 2021 digital Grade 4 reading data for five multilingual 1-point constructed-response items, the study leveraged prompt compression and refined scoring guides with an internal validation step plus length-ratio-based hallucination detection to predict binary automated scores, finding that hallucination rates remained low and were lowest for the baseline (0.05%) while Model 3 remained low (0.12%) despite heavy compression. This indicates that prompt compression can be made operationally safe for automated scoring by combining CoT-based validation with explicit hallucination detection and score correction rules.",Other / Unspecified,Other,Student: Demographic; Student: Attitudinal/Behavioral; Student: Process Data
10.1007/s11135-026-02915-7,PISA 2022 (country-level averages) Mathematics/Reading/Science,Overall PISA achievement score (country-level),"Mathematics score, Reading score, Science score","Regression models (Linear Regression, Ridge Regression, Huber Regressor): R²=1.0 for all; smallest errors for Classical Linear Regression (RMSE=0.309, MAE=0.283). Permutation feature importance: Math_Score significance=0.268 (Linear Regression) vs Reading_Score=0.226 and Science_Score=0.216. Additional analysis (K-Means cluster membership (4 clusters)): Stratified 5-fold cross-validation classification of K-Means clusters: Extra Trees mean accuracy=1.000 (SD=0.000) with macro F1/precision/recall=1.000; Random Forest mean accuracy=0.9875 (SD=0.025) with macro F1=0.9795; MLP mean accuracy=1.000 with macro F1=1.000 in the summary table; SVC (RBF) mean accuracy=0.9750 (SD=0.0306) with macro F1=0.9345. Confusion matrices show perfect prediction in the test summary (Table 5).","Using PISA 2022 country-level averages, the study leveraged Mathematics score, Reading score, and Science score to predict overall PISA achievement, finding that all three sub-scores explained the overall score almost perfectly (R²=1.0) while Mathematics had the highest permutation importance (0.268 vs 0.226 and 0.216). This indicates that strengthening mathematical literacy is likely to be the most leverageable policy priority for improving headline PISA achievement, though the analysis is based on aggregated correlations/regression rather than causal effects.",peer_reviewed_research,"Regression models (Linear Regression, Ridge Regression, Huber Regressor): R²=1.0 for all; smallest errors for Classical Linear Regression (RMSE=0.309, MAE=0.283). Permutation feature importance: Math_Score significance=0.268 (Linear Regression) vs Reading_Score=0.226 and Science_Score=0.216. Additional analysis (K-Means cluster membership (4 clusters)): Stratified 5-fold cross-validation classification of K-Means clusters: Extra Trees mean accuracy=1.000 (SD=0.000) with macro F1/precision/recall=1.000; Random Forest mean accuracy=0.9875 (SD=0.025) with macro F1=0.9795; MLP mean accuracy=1.000 with macro F1=1.000 in the summary table; SVC (RBF) mean accuracy=0.9750 (SD=0.0306) with macro F1=0.9345. Confusion matrices show perfect prediction in the test summary (Table 5).","Using PISA 2022 country-level averages, the study leveraged Mathematics score, Reading score, and Science score to predict overall PISA achievement, finding that all three sub-scores explained the overall score almost perfectly (R²=1.0) while Mathematics had the highest permutation importance (0.268 vs 0.226 and 0.216). This indicates that strengthening mathematical literacy is likely to be the most leverageable policy priority for improving headline PISA achievement, though the analysis is based on aggregated correlations/regression rather than causal effects.",Composite / Multi-Domain,Cognitive Achievement,Student: Prior Achievement
10.1007/s11159-023-10026-w,"PISA 2018 (UAE students; questionnaire-based global competence; academic performance from reading, mathematics, science PVs)","Academic performance score (mean across PVs for reading, mathematics, science)","Awareness of global issues, Self-efficacy on global issues, Awareness of intercultural communication, Perspective-taking capability, Flexibility with difficult situations","CatBoost validation: RMSE 47.74, MAE 37.2, R² 0.75 (70/30 train/validation split; 2,000 estimators; depth 10; learning rate 0.05). SHAP used for feature contribution; no additional predictive metrics reported for SHAP-based subgroup comparisons.","Using PISA 2018 UAE student questionnaire the study leveraged awareness of global issues, self-efficacy on global issues, and awareness of intercultural communication (among other global competence indicators) to predict an academic performance score derived from reading, mathematics, and science plausible values, finding that these three indicators contributed positively to academic performance in both the UAE and other OECD-participating countries. This indicates that global-competence-focused interventions targeting these specific skills may support academic achievement and help inform UAE K–12 public-school reform priorities, though the SHAP-based evidence is predictive rather than causal.",peer_reviewed_research,"CatBoost validation: RMSE 47.74, MAE 37.2, R² 0.75 (70/30 train/validation split; 2,000 estimators; depth 10; learning rate 0.05). SHAP used for feature contribution; no additional predictive metrics reported for SHAP-based subgroup comparisons.","Using PISA 2018 UAE student questionnaire the study leveraged awareness of global issues, self-efficacy on global issues, and awareness of intercultural communication (among other global competence indicators) to predict an academic performance score derived from reading, mathematics, and science plausible values, finding that these three indicators contributed positively to academic performance in both the UAE and other OECD-participating countries. This indicates that global-competence-focused interventions targeting these specific skills may support academic achievement and help inform UAE K–12 public-school reform priorities, though the SHAP-based evidence is predictive rather than causal.",Mathematics,Cognitive Achievement,Student: Attitudinal/Behavioral
10.3390/systems14060620,"PISA country-average profiles (2002–2022 panel), Mathematics (PISAM)",Mathematics performance profile (low–medium–high class),"Government spending, Property rights, Government integrity, Tax burden, Trade freedom",Selected model: Random Forest. Train Accuracy: 0.998; Validation Accuracy: 0.929; Test Accuracy: 0.898; Diff. Accuracy (Train–Val): 0.069; CV F1 Mean: 0.892 (± 0.021). fiXAIt explanation reliability: Fidelity 0.875; Faithfulness 0.880; Self-Consistency 0.623.,"Using PISA country-average profiles (2002–2022 panel) for Mathematics (PISAM), the study leveraged Government spending, Property rights, Government integrity, Tax burden, and Trade freedom to predict the low–medium–high mathematics performance profile class, finding that the Random Forest model achieved strong test accuracy (0.898) with stable cross-validation F1 (0.892). The fiXAIt explanations indicate that Government spending and institutional trust-related components (Property rights, Government integrity) repeatedly contributed to distinguishing the profile classes, with Government spending showing a negative value-direction signal within the model. This indicates that institutional trust and rule-of-law-related signals may be useful diagnostic anchors for comparative education discussions, while spending/tax components should be interpreted as model-based balancing signals rather than direct causal policy levers.",peer_reviewed_research,Selected model: Random Forest. Train Accuracy: 0.998; Validation Accuracy: 0.929; Test Accuracy: 0.898; Diff. Accuracy (Train–Val): 0.069; CV F1 Mean: 0.892 (± 0.021). fiXAIt explanation reliability: Fidelity 0.875; Faithfulness 0.880; Self-Consistency 0.623.,"Using PISA country-average profiles (2002–2022 panel) for Mathematics (PISAM), the study leveraged Government spending, Property rights, Government integrity, Tax burden, and Trade freedom to predict the low–medium–high mathematics performance profile class, finding that the Random Forest model achieved strong test accuracy (0.898) with stable cross-validation F1 (0.892). The fiXAIt explanations indicate that Government spending and institutional trust-related components (Property rights, Government integrity) repeatedly contributed to distinguishing the profile classes, with Government spending showing a negative value-direction signal within the model. This indicates that institutional trust and rule-of-law-related signals may be useful diagnostic anchors for comparative education discussions, while spending/tax components should be interpreted as model-based balancing signals rather than direct causal policy levers.",Mathematics,Cognitive Achievement,Student: Attitudinal/Behavioral
10.3390/systems14060620,"PISA country-average profiles (2002–2022 panel), Reading (PISAR)",Reading performance profile (low–medium–high class),"Business freedom, Property rights, Tax burden, Trade freedom, Government spending",Selected model: XGBoost. Train Accuracy: 0.893; Validation Accuracy: 0.849; Test Accuracy: 0.829; Diff. Accuracy (Train–Val): 0.043; CV F1 Mean: 0.806 (± 0.026). fiXAIt explanation reliability: Fidelity 0.892; Faithfulness 0.810; Self-Consistency 0.652.,"Using PISA country-average profiles (2002–2022 panel) for Reading (PISAR), the study leveraged Business freedom, Property rights, Tax burden, Trade freedom, and Government spending to predict the low–medium–high reading performance profile class, finding that the XGBoost model reached test accuracy of 0.829 with CV F1 mean of 0.806 (± 0.026). The fiXAIt layer shows Business freedom and Property rights as dominant inclusion signals, while Tax burden and Government spending exhibit negative value-direction effects within the classification mechanism. This indicates that regulatory/institutional components may be more informative for comparative reading-profile diagnostics than single fiscal measures, though the negative directions should not be read as causal effects of taxation or spending.",peer_reviewed_research,Selected model: XGBoost. Train Accuracy: 0.893; Validation Accuracy: 0.849; Test Accuracy: 0.829; Diff. Accuracy (Train–Val): 0.043; CV F1 Mean: 0.806 (± 0.026). fiXAIt explanation reliability: Fidelity 0.892; Faithfulness 0.810; Self-Consistency 0.652.,"Using PISA country-average profiles (2002–2022 panel) for Reading (PISAR), the study leveraged Business freedom, Property rights, Tax burden, Trade freedom, and Government spending to predict the low–medium–high reading performance profile class, finding that the XGBoost model reached test accuracy of 0.829 with CV F1 mean of 0.806 (± 0.026). The fiXAIt layer shows Business freedom and Property rights as dominant inclusion signals, while Tax burden and Government spending exhibit negative value-direction effects within the classification mechanism. This indicates that regulatory/institutional components may be more informative for comparative reading-profile diagnostics than single fiscal measures, though the negative directions should not be read as causal effects of taxation or spending.",Composite / Multi-Domain,Cognitive Achievement,Student: Attitudinal/Behavioral
10.3390/systems14060620,"PISA country-average profiles (2002–2022 panel), Science (PISAS)",Science performance profile (low–medium–high class),"Government spending, Property rights, Tax burden, Government integrity, Trade freedom",Selected model: Random Forest. Train Accuracy: 0.938; Validation Accuracy: 0.858; Test Accuracy: 0.812; Diff. Accuracy (Train–Val): 0.080; CV F1 Mean: 0.839 (± 0.026). fiXAIt explanation reliability: Fidelity 0.912; Faithfulness 0.917; Self-Consistency 0.644.,"Using PISA country-average profiles (2002–2022 panel) for Science (PISAS), the study leveraged Government spending, Property rights, Tax burden, Government integrity, and Trade freedom to predict the low–medium–high science performance profile class, finding that the Random Forest model achieved test accuracy of 0.812 with CV F1 mean of 0.839 (± 0.026). The fiXAIt explanations indicate that Government spending and Property rights are the strongest inclusion contributors, while Government spending and Tax burden act as balancing (negative value-direction) signals in the model’s decision logic. This indicates that combining institutional trust and market-openness-related signals can help prioritize cross-country science-performance diagnostics, while again avoiding causal interpretations of fiscal index directions.",peer_reviewed_research,Selected model: Random Forest. Train Accuracy: 0.938; Validation Accuracy: 0.858; Test Accuracy: 0.812; Diff. Accuracy (Train–Val): 0.080; CV F1 Mean: 0.839 (± 0.026). fiXAIt explanation reliability: Fidelity 0.912; Faithfulness 0.917; Self-Consistency 0.644.,"Using PISA country-average profiles (2002–2022 panel) for Science (PISAS), the study leveraged Government spending, Property rights, Tax burden, Government integrity, and Trade freedom to predict the low–medium–high science performance profile class, finding that the Random Forest model achieved test accuracy of 0.812 with CV F1 mean of 0.839 (± 0.026). The fiXAIt explanations indicate that Government spending and Property rights are the strongest inclusion contributors, while Government spending and Tax burden act as balancing (negative value-direction) signals in the model’s decision logic. This indicates that combining institutional trust and market-openness-related signals can help prioritize cross-country science-performance diagnostics, while again avoiding causal interpretations of fiscal index directions.",Composite / Multi-Domain,Cognitive Achievement,Student: Attitudinal/Behavioral
10.1016/j.paid.2026.113952,PISA 2022 (15-year-olds) Mathematics anxiety (6-item IRT scale),Mathematics anxiety (IRT-based score),"Mathematics self-efficacy (reasoning), Stress resistance, Mathematics self-efficacy (formal/applied), Problems with self-directed learning, Mathematics achievement (PV1)","XGBoost — Training: RMSE 0.9857, R² 26.57%; Testing: RMSE 0.9724, R² 27.75%. Feature selection: learning curve plateau after 26 features; R² 26.35% at 26 features vs 28.48% with all 117 features.","Using PISA 2022 data for 15-year-olds, the study leveraged mathematics self-efficacy, stress resistance, self-directed learning problems, and mathematics achievement (PV1MATH) to predict mathematics anxiety, finding that self-efficacy and stress regulation variables were the strongest predictors while mathematics achievement had relatively weak predictive power. This indicates that interventions prioritizing socio-emotional supports (self-efficacy and stress regulation) may be more effective than achievement-focused remediation for reducing math anxiety among high-achieving East Asian students, though the results are predictive and not causal.",peer_reviewed_research,"XGBoost — Training: RMSE 0.9857, R² 26.57%; Testing: RMSE 0.9724, R² 27.75%. Feature selection: learning curve plateau after 26 features; R² 26.35% at 26 features vs 28.48% with all 117 features.","Using PISA 2022 data for 15-year-olds, the study leveraged mathematics self-efficacy, stress resistance, self-directed learning problems, and mathematics achievement (PV1MATH) to predict mathematics anxiety, finding that self-efficacy and stress regulation variables were the strongest predictors while mathematics achievement had relatively weak predictive power. This indicates that interventions prioritizing socio-emotional supports (self-efficacy and stress regulation) may be more effective than achievement-focused remediation for reducing math anxiety among high-achieving East Asian students, though the results are predictive and not causal.",Mathematics,Cognitive Achievement,Student: Attitudinal/Behavioral; Student: Prior Achievement
10.3390/app15020772,PISA,Literature synthesis outcome (not student-level prediction),,Not reported,"Using PISA the study leveraged the reported predictors to predict Literature synthesis outcome (not student-level prediction), finding that This study is a bibliometric analysis combined with a qualitative systematic review of scientific knowledge on AI in educational data mining, human-in-the-loop machine learning, and machine teaching, covering publications from 2006 to 2024. Using Scopus keyword searches, the authors consulted 370 records and retained 78 publications deemed directly relevant, then applied SciMAT to purify and map thematic areas over time and VOSviewer to generate keyword co-occurrence networks. Results report growth in scientific production, with 2024 accounting for 19.19% of articles (71 articles) and an overall cumulative total of 370 consulted records, alongside five thematic keyword clusters (AI/ML, data science & predictive analytics, educational technologies & teaching systems, knowledge management & decision support, and ethics/privacy). The paper also identifies future research directions using a relevance score (e.g., big-data education evaluation, multimodal learning analytics, latent Dirichlet allocation). Because the analysis is bibliometric rather than student-outcome predictive modeling, it does not estimate educational effects on learners and does not use ILSA PVs or survey weights. This indicates that these patterns have implications for educational policy and instructional practice, though cross-sectional ILSA designs cannot establish causality.",review_article,Not reported,"Using PISA the study leveraged the reported predictors to predict Literature synthesis outcome (not student-level prediction), finding that This study is a bibliometric analysis combined with a qualitative systematic review of scientific knowledge on AI in educational data mining, human-in-the-loop machine learning, and machine teaching, covering publications from 2006 to 2024. Using Scopus keyword searches, the authors consulted 370 records and retained 78 publications deemed directly relevant, then applied SciMAT to purify and map thematic areas over time and VOSviewer to generate keyword co-occurrence networks. Results report growth in scientific production, with 2024 accounting for 19.19% of articles (71 articles) and an overall cumulative total of 370 consulted records, alongside five thematic keyword clusters (AI/ML, data science & predictive analytics, educational technologies & teaching systems, knowledge management & decision support, and ethics/privacy). The paper also identifies future research directions using a relevance score (e.g., big-data education evaluation, multimodal learning analytics, latent Dirichlet allocation). Because the analysis is bibliometric rather than student-outcome predictive modeling, it does not estimate educational effects on learners and does not use ILSA PVs or survey weights. This indicates that these patterns have implications for educational policy and instructional practice, though cross-sectional ILSA designs cannot establish causality.",Other / Unspecified,Other,
10.1016/j.ijer.2025.102537,"PISA 2022 Mathematics (U.S. students, 15-year-olds; PV1MATH–PV10MATH)",Mathematics achievement (PVs),"Mathematics self-efficacy, Socioeconomic status (ESCS), Familiarity with math concepts, Expected occupation status, Family support for self-learning",Model comparison using reduced predictor sets: Random Forest (selected 5 predictors) rMSE full=63.69 vs reduced=69.82; training time full=1098.72 vs reduced=129.27. XGBoost (selected 10 predictors) rMSE full=60.47 vs reduced=66.39; training time full=8.23 vs reduced=4.14. LightGBM (selected 10 predictors) rMSE full=60.43 vs reduced=66.36; training time full=44.28 vs reduced=22.93. Best model by accuracy+efficiency: XGBoost with reduced-model rMSE=66.39 and ARE≈9.79%.,"Using PISA 2022 Mathematics data for U.S. students, the study leveraged mathematics self-efficacy, ESCS, familiarity with math concepts, expected occupation status, and family support for self-learning to predict mathematics achievement (across PV1MATH–PV10MATH), finding that all three ensemble tree models achieved high accuracy with substantially reduced predictor sets and that XGBoost performed best (lowest reduced-model rMSE among the compared models and fastest training time). This indicates that focusing instructional and support efforts on a small set of high-yield factors—especially self-efficacy and foundational math familiarity—may be a more efficient strategy for improving math outcomes, though the study is predictive (not causal) and does not incorporate PISA sampling weights in the ML training.",peer_reviewed_research,Model comparison using reduced predictor sets: Random Forest (selected 5 predictors) rMSE full=63.69 vs reduced=69.82; training time full=1098.72 vs reduced=129.27. XGBoost (selected 10 predictors) rMSE full=60.47 vs reduced=66.39; training time full=8.23 vs reduced=4.14. LightGBM (selected 10 predictors) rMSE full=60.43 vs reduced=66.36; training time full=44.28 vs reduced=22.93. Best model by accuracy+efficiency: XGBoost with reduced-model rMSE=66.39 and ARE≈9.79%.,"Using PISA 2022 Mathematics data for U.S. students, the study leveraged mathematics self-efficacy, ESCS, familiarity with math concepts, expected occupation status, and family support for self-learning to predict mathematics achievement (across PV1MATH–PV10MATH), finding that all three ensemble tree models achieved high accuracy with substantially reduced predictor sets and that XGBoost performed best (lowest reduced-model rMSE among the compared models and fastest training time). This indicates that focusing instructional and support efforts on a small set of high-yield factors—especially self-efficacy and foundational math familiarity—may be a more efficient strategy for improving math outcomes, though the study is predictive (not causal) and does not incorporate PISA sampling weights in the ML training.",Mathematics,Cognitive Achievement,Student: Attitudinal/Behavioral; Student: SES
